Date,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
1/4/2008,143.34,143.44,140.91,141.31,232330900,102.72,-0.024506432,106.2392857,106.941
1/7/2008,141.81,142.23,140.1,141.19,234991000,102.63,-0.00084866,105.9692857,106.803
1/8/2008,142.08,142.9,138.44,138.91,326365700,100.97,-0.01614865,105.6885714,106.6266
1/9/2008,139.09,140.79,137.7,140.37,301824900,102.04,0.010510459,105.4428571,106.4458
1/10/2008,139.68,142.8,139.37,141.29,335701200,102.7,0.006553678,105.2442857,106.2708
1/11/2008,140.78,141.9,139,140.15,267076600,101.88,-0.008068318,104.9392857,106.095
1/14/2008,141.16,141.86,140.4,141.28,170365500,102.7,0.008062875,104.5835714,105.9126
1/15/2008,139.79,141.49,137.9,138.17,239940100,100.44,-0.022012869,104.0092857,105.7374
1/16/2008,137.36,139.12,136.28,136.98,378802600,99.57,-0.008612617,103.3564286,105.5422
1/17/2008,137.81,137.88,132.93,133.43,397892600,96.99,-0.025916273,102.6171429,105.312
1/18/2008,134.74,135.02,131.1,132.06,348561500,96,-0.01026753,101.8264286,105.0328
1/22/2008,127.21,132.43,126,130.72,435923700,95.02,-0.010146742,101.0221429,104.7942
1/23/2008,127.09,134.19,126.84,133.86,511913000,97.3,0.02402053,100.4471429,104.612
1/24/2008,134.48,135.46,133.31,134.99,259949300,98.12,0.008441744,99.93428571,104.4754
1/25/2008,136.51,136.76,132.6,133.04,269603900,96.71,-0.014445521,99.505,104.3316
1/28/2008,133.26,135.52,132.06,135.24,217934600,98.31,0.016536843,99.19642857,104.1564
1/29/2008,136.1,136.45,134.88,135.91,168968300,98.79,0.004953726,99.04071429,103.9966
1/30/2008,135.58,138.54,134.6,134.91,334939200,98.07,-0.007357588,98.75714286,103.8532
1/31/2008,133.4,138.54,133.2,137.37,343680800,99.85,0.018234209,98.55357143,103.7418
2/1/2008,137.94,139.61,137.52,139.58,206843600,101.46,0.016087867,98.52357143,103.692
2/4/2008,139.21,139.3,137.64,137.82,124694300,100.18,-0.012609308,98.34357143,103.604
2/5/2008,135.94,136.25,133.67,134.13,286882500,97.5,-0.026774078,98.13357143,103.5052
2/6/2008,134.58,135.25,132.41,133.05,250792900,96.71,-0.008051653,97.92928571,103.355
2/7/2008,131.8,134.79,131.73,133.93,297368100,97.35,0.006613923,97.955,103.2636
2/8/2008,133.09,134.22,132.1,133.07,221643500,96.73,-0.006420942,98.00714286,103.1364
2/11/2008,133.1,134.23,132.04,133.75,188576300,97.22,0.005109517,98.16428571,102.9532
2/12/2008,134.91,136.31,133.98,134.99,256654400,98.12,0.009271239,98.22285714,102.7872
2/13/2008,136.01,137.06,135.14,136.37,181967800,99.13,0.010223361,98.295,102.62
2/14/2008,136.95,137,134.79,135.17,215207200,98.26,-0.008799797,98.40571429,102.4496
2/15/2008,134.5,135.22,133.91,135.14,154110300,98.23,-0.000221841,98.4,102.2976
2/19/2008,136.72,136.89,134.61,135.52,145190000,98.51,0.002811571,98.38,102.1158
2/20/2008,133.99,136.55,133.76,135.92,220085700,98.8,0.002951768,98.43214286,101.909
2/21/2008,136.66,137.01,134.07,134.79,201051200,97.98,-0.008313723,98.29857143,101.6862
2/22/2008,134.97,135.85,132.86,135.62,205491000,98.58,0.006157741,98.09285714,101.4586
2/25/2008,135.54,137.65,134.78,137.33,190107000,99.83,0.012608335,98.06785714,101.3162
2/26/2008,136.75,138.95,136.5,138.36,212420700,100.57,0.007500246,98.28714286,101.1676
2/27/2008,137.56,139.14,137.41,138.22,168395800,100.47,-0.001011568,98.55571429,101.0214
2/28/2008,137.24,137.96,136.55,136.87,170831100,99.49,-0.009766902,98.70857143,100.883
2/29/2008,135.6,135.68,132.78,133.82,252715200,97.27,-0.022283878,98.74714286,100.7304
3/3/2008,133.14,133.81,132.24,133.5,189483500,97.04,-0.002391616,98.73428571,100.5616
3/4/2008,132.23,133.4,130.99,132.99,282513100,96.67,-0.00382013,98.63071429,100.3854
3/5/2008,133.42,134.77,132.34,133.83,270681400,97.28,0.006316534,98.49857143,100.208
3/6/2008,132.98,133.22,130.55,131.06,247911700,95.27,-0.020697977,98.285,99.9598
3/7/2008,129.77,131.74,128.58,129.71,326434600,94.29,-0.010300721,98.00357143,99.676
3/10/2008,129.84,129.93,127.59,128,235683600,93.04,-0.013183216,97.61285714,99.3626
3/11/2008,130.72,132.72,128.95,132.6,341440600,96.39,0.035937443,97.44071429,99.1436
3/12/2008,132.74,133.77,131.16,131.36,229161100,95.49,-0.00935109,97.26285714,98.912
3/13/2008,129.61,132.64,128.6,131.65,351504200,95.7,0.002207409,97.05714286,98.7004
3/14/2008,132.77,132.81,127.78,129.61,484687800,94.21,-0.015495643,96.65571429,98.4776
3/17/2008,126.57,129.26,126.07,128.3,405311100,93.26,-0.010107429,96.13357143,98.2368
3/18/2008,130.62,133.69,129.98,133.63,334416600,97.14,0.041543443,95.89571429,98.1252
3/19/2008,134.14,134.65,130.04,130.32,345971600,94.73,-0.02476969,95.55571429,97.9672
3/20/2008,130.05,132.91,129.26,132.08,245320700,96.48,0.018522308,95.49928571,97.8774
3/24/2008,133.31,135.81,133.24,134.72,208977300,98.41,0.019988188,95.59714286,97.8048
3/25/2008,134.86,135.55,133.77,134.85,192947200,98.51,0.00096525,95.72857143,97.721
3/26/2008,134.46,135.09,133.11,133.2,196934300,97.3,-0.012236421,95.73,97.6294
3/27/2008,134.2,134.44,132.36,132.78,225153200,97,-0.003152809,95.85357143,97.5154
3/28/2008,132.99,133.36,131.06,131.51,180896100,96.07,-0.009564402,95.98071429,97.428
3/31/2008,131.29,132.73,131.09,131.97,166692100,96.4,0.003497407,96.22071429,97.3646
4/1/2008,133.61,136.84,133.51,136.61,254547300,99.79,0.035159635,96.46357143,97.4206
4/2/2008,137.05,137.67,135.98,136.7,210910800,99.86,0.000658781,96.77571429,97.4978
4/3/2008,135.96,137.44,135.71,137.04,175884800,100.11,0.002486777,97.09071429,97.5996
4/4/2008,137.12,137.96,136.12,136.89,204446800,100,-0.00109394,97.50428571,97.6536
4/7/2008,137.87,138.57,136.74,136.96,154245500,100.05,0.000510947,97.98928571,97.6922
4/8/2008,136.19,136.92,135.95,136.82,148937300,99.95,-0.001021907,98.19,97.757
4/9/2008,136.61,136.8,134.89,135.83,195610600,99.22,-0.007235853,98.51071429,97.7752
4/10/2008,135.42,136.67,134.9,136.02,192967800,99.36,0.00139879,98.71642857,97.7866
4/11/2008,134.49,135.12,133.01,133.38,222973300,97.43,-0.019408814,98.64642857,97.7738
4/14/2008,133.19,133.54,132.55,132.93,160522000,97.11,-0.003373908,98.54642857,97.719
4/15/2008,133.58,133.69,132.33,133.24,172389200,97.33,0.002331971,98.54857143,97.6364
4/16/2008,134.54,136.91,134.52,136.85,189268900,99.97,0.027094565,98.76071429,97.6322
4/17/2008,136.02,137.25,135.66,137.05,179665700,100.12,0.001460712,99.05,97.6846
4/18/2008,138.94,139.56,138.26,138.48,218530600,101.16,0.010434115,99.39,97.7736
4/21/2008,138.23,138.98,137.85,138.55,118587400,101.21,0.00050576,99.49142857,97.8508
4/22/2008,138.19,138.31,136.9,137.94,162166000,100.77,-0.00440277,99.55642857,97.9316
4/23/2008,138.09,138.78,137.12,137.72,193309000,100.6,-0.001595223,99.59142857,97.9992
4/24/2008,138.08,139.74,137.04,138.32,229381300,101.04,0.004356959,99.66571429,98.0576
4/25/2008,139.4,139.89,137.91,139.6,190788100,101.98,0.009254117,99.80357143,98.1146
4/28/2008,139.88,140.25,139.38,139.63,105610200,102,0.000214865,99.95,98.1894
4/29/2008,139.39,139.73,138.61,139.08,125514100,101.6,-0.003939226,100.12,98.2568
4/30/2008,139.29,140.59,138.26,138.26,208395900,101,-0.005896126,100.2371429,98.3066
5/1/2008,138.38,141.12,138.27,141.12,187279500,103.09,0.020685979,100.6414286,98.3924
5/2/2008,142.34,142.37,140.56,141.51,181585500,103.37,0.002763314,101.0885714,98.5002
5/5/2008,141.05,141.61,140.41,140.83,118504500,102.88,-0.004805018,101.485,98.5862
5/6/2008,140.02,142.2,139.69,142.05,179339800,103.77,0.008662907,101.7564286,98.665
5/7/2008,141.89,142.04,139.13,139.52,199267300,101.92,-0.017810638,101.885,98.692
5/8/2008,139.74,140.32,138.98,139.16,178321200,101.66,-0.002580463,101.9207143,98.7158
5/9/2008,138.6,139.39,138.45,138.9,152588200,101.47,-0.001868231,101.9392857,98.7554
5/12/2008,139.25,140.56,138.73,140.46,147865900,102.61,0.011231495,102.0707143,98.8622
5/13/2008,140.8,140.89,139.73,140.48,159132200,102.62,0.000142243,102.215,98.9738
5/14/2008,141.07,142.2,140.46,140.77,181910800,102.83,0.002064195,102.3428571,99.097
5/15/2008,141.04,142.63,140.83,142.53,166927000,104.12,0.012502331,102.4957143,99.2338
5/16/2008,142.86,142.87,141.61,142.66,204236800,104.21,0.000912579,102.6535714,99.4126
5/19/2008,142.81,144.3,142.3,143.05,165664400,104.5,0.00273341,102.8607143,99.6168
5/20/2008,142.27,142.34,141,141.89,178552100,103.65,-0.008108883,103.05,99.829
5/21/2008,141.81,142.12,139,139.49,252724800,101.9,-0.016914469,102.965,99.9392
5/22/2008,139.43,140.17,139,139.51,170820400,101.91,0.000143531,102.8607143,100.0676
5/23/2008,139.05,139.66,137.52,137.64,181376400,100.55,-0.013404292,102.6942857,100.1646
5/27/2008,137.8,139,137.53,138.66,168322900,101.29,0.007410747,102.5171429,100.3062
5/28/2008,139.17,140,138,139.3,181288100,101.76,0.00461575,102.5057143,100.4762
5/29/2008,139.13,140.93,139.08,140,173927200,102.27,0.005024975,102.5492857,100.5788
5/30/2008,140.47,140.74,139.94,140.35,117362000,102.53,0.002500224,102.625,100.7348
6/2/2008,139.83,139.86,138,138.9,181069900,101.47,-0.010331652,102.5435714,100.8346
6/3/2008,139.3,139.62,137.23,138.09,271965700,100.88,-0.005831358,102.4192857,100.884
6/4/2008,137.7,139.16,137.46,138.02,246637700,100.82,-0.00050681,102.2757143,100.9302
6/5/2008,138.58,140.89,138.32,140.78,237867100,102.84,0.019996941,102.1842857,101.041
6/6/2008,139.55,139.8,136.22,136.29,384276300,99.56,-0.031893874,101.8521429,101.0922
6/9/2008,136.86,137.5,135.41,136.62,228263900,99.8,0.002421305,101.5164286,101.1668
6/10/2008,135.67,137.1,135.35,135.94,260234900,99.3,-0.004977231,101.2057143,101.2248
6/11/2008,135.97,136.26,133.93,133.94,283890100,97.84,-0.014712055,100.9157143,101.1858
6/12/2008,134.6,135.87,133.52,134.45,252791800,98.22,0.003807146,100.6521429,101.153
6/13/2008,135.17,136.52,134.42,136.15,244726900,99.46,0.012644219,100.5742857,101.14
6/16/2008,135.55,136.93,135.46,136.23,185832500,99.52,0.000587366,100.4478571,101.1304
6/17/2008,137.07,137.12,135.37,135.57,191707700,99.03,-0.004844515,100.2528571,101.11
6/18/2008,134.69,135.52,133.71,134.25,265893000,98.07,-0.009736428,99.95285714,101.0724
6/19/2008,134.15,135.24,133.5,134.42,304204900,98.19,0.001266196,99.64285714,101.0518
6/20/2008,132.84,133.09,131.22,131.58,289275700,96.6,-0.016231662,99.295,100.9966
6/23/2008,132.09,132.23,131.32,131.45,165096400,96.51,-0.00098771,98.98285714,100.9782
6/24/2008,131.05,132.44,130.19,131.19,267300600,96.31,-0.001978242,98.66071429,100.9622
6/25/2008,131.72,133.4,131.24,131.81,287853900,96.77,0.004726045,98.22714286,100.951
6/26/2008,130.57,131.42,128.08,128.23,297775000,94.14,-0.027160271,97.84,100.8344
6/27/2008,128.28,128.86,127.04,127.53,303423400,93.63,-0.005459164,97.39928571,100.7046
6/30/2008,127.89,128.91,127.3,127.98,258842600,93.96,0.003528877,97.01785714,100.5606
7/1/2008,126.52,128.47,125.93,128.38,388622000,94.25,0.003125163,96.76142857,100.4214
7/2/2008,128.79,129.16,125.95,126.18,288064600,92.64,-0.01713667,96.36285714,100.2588
7/3/2008,127.11,127.11,124.99,126.31,239352500,92.73,0.001030392,95.88214286,100.1014
7/7/2008,126.79,127.34,123.92,125.02,372427300,91.78,-0.01021293,95.32928571,99.9162
7/8/2008,124.99,127.39,124.2,127.24,375973700,93.41,0.017756907,94.92785714,99.7448
7/9/2008,127.5,127.74,124.39,124.79,336729400,91.62,-0.019254764,94.46714286,99.5372
7/10/2008,124.43,125.79,123.58,125.3,436475700,91.99,0.004086781,94.02428571,99.345
7/11/2008,123.97,125.9,122.49,123.84,481124600,90.92,-0.01165244,93.61857143,99.1434
7/14/2008,125.26,125.5,122.4,122.72,322720800,90.1,-0.009043531,93.16071429,98.8836
7/15/2008,121.8,123.49,120.02,120.99,502502500,88.83,-0.014096917,92.62642857,98.5928
7/16/2008,121.45,124.57,121.1,123.96,371642900,91.01,0.024547082,92.215,98.3554
7/17/2008,125.14,126.26,124.09,125.2,375490600,91.92,0.010003306,92.05642857,98.1184
7/18/2008,126.17,126.42,125.15,125.98,267030100,92.49,0.006230246,91.975,97.9298
7/21/2008,126.51,126.8,125.19,126.05,222863000,92.54,0.00055565,91.87357143,97.7474
7/22/2008,125.15,127.8,124.85,127.48,296904200,93.59,0.011344844,91.82642857,97.5898
7/23/2008,127.89,129.15,127.55,128.17,311698400,94.1,0.005412616,91.93071429,97.4196
7/24/2008,128.34,128.41,125.16,125.51,248634500,92.14,-0.020753512,91.88857143,97.21
7/25/2008,125.89,126.49,125.17,125.48,219131000,92.12,-0.000239122,91.91285714,96.9958
7/28/2008,125.51,126.06,123.42,123.64,205201300,90.77,-0.014663806,91.72428571,96.7288
7/29/2008,123.98,126.38,123.64,126.28,261505600,92.71,0.021351927,91.80214286,96.4988
7/30/2008,127.11,128.6,126.28,128.53,354710000,94.36,0.017817977,91.97142857,96.296
7/31/2008,127.4,128.57,126.63,126.83,277402100,93.11,-0.013226666,92.12785714,96.0852
8/1/2008,127.12,127.28,125.46,126.16,248690900,92.62,-0.005282218,92.30785714,95.8996
8/4/2008,126.04,126.14,124.76,124.99,188239600,91.76,-0.009274497,92.51714286,95.6966
8/5/2008,126.02,128.56,124.97,128.36,251577600,94.24,0.026962358,92.74785714,95.5704
8/6/2008,128.02,129.3,127.48,128.93,209555400,94.65,0.004440339,92.94285714,95.4376
8/7/2008,127.96,128.44,126.54,127.01,246312500,93.25,-0.014891259,92.99714286,95.2674
8/8/2008,126.58,129.93,126.38,129.37,260811700,94.98,0.018580973,93.17142857,95.1216
8/11/2008,129.47,131.51,129.23,130.71,249425800,95.96,0.01035774,93.34071429,94.9902
8/12/2008,130.28,130.7,128.73,129.35,213200800,94.96,-0.010404444,93.40214286,94.86
8/13/2008,128.79,129.65,127.67,128.57,256393200,94.39,-0.006030275,93.56285714,94.7302
8/14/2008,127.84,130.28,127.75,129.54,239555300,95.1,0.007544636,93.77571429,94.6158
8/15/2008,129.93,130.5,129.3,130.17,181000800,95.57,0.004863176,94.11857143,94.4704
8/18/2008,130.43,130.48,127.66,128.39,172275100,94.26,-0.013674192,94.22928571,94.3644
8/19/2008,127.42,127.69,126.53,126.99,194673700,93.23,-0.010904477,94.14857143,94.233
8/20/2008,127.39,127.95,126.34,127.58,225498200,93.66,0.004646181,94.18785714,94.1202
8/21/2008,126.75,128.44,126.6,127.8,180609800,93.83,0.001724486,94.27428571,94.04
8/22/2008,128.67,129.65,127.8,129.65,167715300,95.18,0.014475589,94.51857143,93.9792
8/25/2008,128.8,129.65,126.75,127.02,171936900,93.25,-0.020285438,94.44785714,93.855
8/26/2008,127.02,127.87,126.58,127.39,159117200,93.52,0.002912831,94.36714286,93.735
8/27/2008,127.55,128.83,127.3,128.63,171032800,94.43,0.009733963,94.45142857,93.643
8/28/2008,129.28,130.34,129.11,130.19,167537100,95.58,0.012127899,94.49428571,93.5932
8/29/2008,129.73,130.14,128.51,128.79,189195800,94.55,-0.010753554,94.39357143,93.5204
9/2/2008,130.03,130.71,127.52,127.99,252364900,93.96,-0.006211743,94.32214286,93.4676
9/3/2008,127.88,128.5,126.93,127.88,251947000,93.88,-0.00085944,94.28571429,93.415
9/4/2008,126.97,127.23,123.96,124.03,340042500,91.06,-0.030106283,93.99714286,93.31
9/5/2008,123.29,124.95,122,124.42,289503400,91.34,0.003144508,93.695,93.2014
9/8/2008,128.04,128.24,124.42,126.99,364075300,93.23,0.020655702,93.62142857,93.1832
9/9/2008,127.1,127.36,122.8,123.22,377326800,90.46,-0.02968757,93.42357143,93.1198
9/10/2008,123.89,124.9,122.55,123.72,298916600,90.83,0.004057974,93.22142857,93.0572
9/11/2008,122.12,125.74,121.6,125.51,375369400,92.14,0.014468473,93.10071429,93.015
9/12/2008,124.29,126.21,123.83,126.09,297851200,92.57,0.004621066,92.91428571,93.0136
9/15/2008,121.63,125.65,119.89,120.09,483607000,88.16,-0.047585217,92.55071429,92.9222
9/16/2008,117.2,122.32,117,122.1,581744300,89.64,0.016737424,92.27357143,92.8794
9/17/2008,119.64,121.85,116,116.61,624095600,85.61,-0.04496332,91.64357143,92.7234
9/18/2008,118.05,121.79,113.8,120.07,776114700,88.15,0.029671727,91.11285714,92.654
9/19/2008,126.7,128,123.33,124.12,501087800,91.65,0.039713658,90.90571429,92.6472
9/22/2008,124.45,124.75,120.36,121.31,249966500,89.58,-0.022639269,90.59285714,92.6204
9/23/2008,120.85,122.02,118.28,118.55,327470400,87.54,-0.022751359,90.14,92.5692
9/24/2008,119.35,120,117.79,118.93,311818400,87.82,0.003205302,89.90857143,92.549
9/25/2008,119.4,121.91,118.44,120.79,328253000,89.19,0.015639438,89.755,92.5126
9/26/2008,118.83,121.5,118.51,120.85,285917400,89.24,0.000496382,89.47,92.459
9/29/2008,119.14,119.34,110.97,111.38,459562300,82.24,-0.078361534,88.88285714,92.254
9/30/2008,113.51,116.8,110.53,115.99,328154400,85.65,0.041390171,88.51285714,92.1162
10/1/2008,115.27,116.69,113.95,116.06,332783000,85.7,0.000603508,88.05285714,91.9584
10/2/2008,114.95,115.11,111.06,111.85,365337800,82.59,-0.036274542,87.34,91.7282
10/3/2008,112.86,115.45,109.68,110.34,461798000,81.48,-0.013500356,86.86285714,91.515
10/6/2008,107.15,107.62,100.64,104.72,610637500,77.33,-0.050933319,85.98357143,91.2192
10/7/2008,106.84,107.33,99.65,100.03,540012100,73.86,-0.044786469,85.14428571,90.881
10/8/2008,97.52,102.18,96.81,97.51,725414800,72,-0.025192153,83.99071429,90.4668
10/9/2008,99.66,100.62,90.25,90.7,534485200,66.97,-0.069838963,82.22785714,89.919
10/10/2008,86.76,93.94,83.58,88.5,871026300,65.35,-0.024255578,80.49714286,89.3638
10/13/2008,93.87,101.35,89.95,101.35,455584000,74.84,0.145197415,79.59,89.0082
10/14/2008,104.7,105.53,97.11,99.85,546268300,73.73,-0.014800024,78.58357143,88.6476
10/15/2008,97.46,97.8,89.71,90.02,484627500,66.47,-0.09844793,76.96071429,88.0922
10/16/2008,91.29,94.77,86.54,93.77,708811200,69.24,0.041658015,75.53214286,87.584
10/17/2008,91.99,98.59,91.65,93.21,476649000,68.83,-0.005972574,74.57428571,87.0956
10/20/2008,95.35,99.1,94.09,98.81,321294200,72.96,0.06007939,73.66785714,86.6552
10/21/2008,96.97,98.64,95.22,95.86,356502000,70.78,-0.029854946,72.60214286,86.1516
10/22/2008,93.2,95.86,87.53,90.64,516168000,66.93,-0.05445462,71.48357143,85.591
10/23/2008,90.29,92.45,85.81,91.69,634666400,67.7,0.01158421,70.49928571,85.0572
10/24/2008,84.06,89.92,84,87.04,545812600,64.27,-0.05071405,69.56642857,84.4406
10/27/2008,85.97,89.51,83.7,83.95,397288600,61.99,-0.035501144,68.71857143,83.769
10/28/2008,87.34,94.24,84.53,93.76,639939500,69.23,0.116855303,68.52071429,83.2684
10/29/2008,93.77,97.17,92.1,93.08,531270100,68.73,-0.0072524,68.64642857,82.7784
10/30/2008,95.78,96.54,92.9,96.3,414582100,71.11,0.034593889,69.05785714,82.3274
10/31/2008,95.08,98.57,94.48,96.83,411394000,71.5,0.005503229,68.81928571,81.8808
11/3/2008,96.78,97.69,95.95,97.11,205419400,71.71,0.00289213,68.675,81.4114
11/4/2008,99.06,100.86,96.71,100.41,346793400,74.14,0.033982417,69.22285714,81.0292
11/5/2008,99.2,100.71,95,96.19,387844100,71.03,-0.042028126,69.35071429,80.5794
11/6/2008,94.46,95.44,90.06,90.86,477721900,67.09,-0.055411023,69.22642857,80.0326
11/7/2008,91.65,94,90.5,93.86,380391000,69.31,0.033017772,68.96571429,79.5072
11/10/2008,95.21,95.53,90.92,92.63,301773000,68.4,-0.013105072,68.79571429,78.9842
11/11/2008,90.76,92.14,88.65,89.77,418498200,66.29,-0.030875243,68.75,78.4308
11/12/2008,88.23,88.95,85.12,85.82,454330600,63.37,-0.04400068,68.44071429,77.8206
11/13/2008,86.13,91.73,82.09,91.17,753141900,67.32,0.062339018,68.65857143,77.3458
11/14/2008,89.41,92.06,86.52,86.62,540352300,63.96,-0.049906838,68.79928571,76.7982
11/17/2008,86.38,88.56,85.16,85.47,415254900,63.11,-0.013276005,68.36214286,76.1958
11/18/2008,85.15,87.22,82.91,87.08,523811800,64.3,0.018836528,68.04571429,75.6726
11/19/2008,85.91,86.87,80.92,81.5,558327600,60.18,-0.064078557,67.265,75.0596
11/20/2008,80.13,82.51,75.05,75.45,814180400,55.71,-0.074233347,66.13714286,74.331
11/21/2008,77.46,80.9,74.34,79.52,718536500,58.72,0.053942822,65.20928571,73.654
11/24/2008,81.92,86.99,80.36,85.03,523305300,62.79,0.069290884,64.39857143,73.1466
11/25/2008,87.3,87.51,83.82,85.66,454112400,63.25,0.007409244,63.84285714,72.6188
11/26/2008,84.3,89.19,84.24,88.97,370134200,65.7,0.038641481,63.74357143,72.2206
11/28/2008,88.63,90.13,88.48,90.09,118308100,66.52,0.012588203,63.54428571,71.788
12/1/2008,87.51,87.55,81.86,82.11,369927100,60.63,-0.08857869,62.98928571,71.1676
12/2/2008,83.47,85.49,82.04,85.27,469508400,62.96,0.038485111,62.75142857,70.6352
12/3/2008,83.4,87.83,83.14,87.32,519863500,64.48,0.024041328,62.83071429,70.174
12/4/2008,86.06,88.05,83.74,85.3,444173800,62.99,-0.023132819,62.52142857,69.6774
12/5/2008,83.65,88.42,82.24,87.93,471905300,64.93,0.030832148,62.59071429,69.1922
12/8/2008,90.34,92.38,88.08,91,412859300,67.2,0.034914096,62.88285714,68.7514
12/9/2008,90.37,92.13,88.98,89.5,370790000,66.09,-0.016483663,63.01071429,68.4284
12/10/2008,90.32,91.36,89,90.11,396187400,66.54,0.006815813,63.465,68.0462
12/11/2008,89.54,91,87.37,87.94,365061000,64.94,-0.024081413,64.12428571,67.631
12/12/2008,85.55,89.07,85.2,88.99,415060400,65.71,0.011939874,64.62357143,67.2934
12/15/2008,89.02,89.15,86.29,87.75,256694200,64.8,-0.013934409,64.76714286,66.9598
12/16/2008,91.88,92.02,88.18,91.88,377699500,67.84,0.047066016,65.095,66.77
12/17/2008,90.84,92.43,90.06,90.99,281819800,67.19,-0.009687086,65.20142857,66.6366
12/18/2008,91.4,91.67,88.21,89.29,374673300,65.93,-0.018683079,65.15928571,66.5152
12/19/2008,89.1,90.62,88.09,88.19,301451300,65.65,-0.004301607,65.51785714,66.4888
12/22/2008,88.58,88.67,85.49,87.06,243759500,64.81,-0.012813211,65.65,66.478
12/23/2008,87.53,87.93,85.8,86.16,221625200,64.14,-0.010337798,65.62571429,66.264
12/24/2008,86.45,86.87,86,86.66,62061600,64.51,0.005803028,65.73428571,66.0796
12/26/2008,87.24,87.3,86.5,87.16,74767700,64.88,0.005769784,65.73071429,66.0478
12/29/2008,87.24,87.33,85.6,86.91,127795900,64.7,-0.002868107,65.55214286,65.957
12/30/2008,87.51,89.05,86.88,88.97,168256300,66.23,0.023702615,65.56214286,65.905
12/31/2008,89.08,90.97,88.87,90.24,193987200,67.17,0.014273885,65.60714286,65.7892
1/2/2009,90.44,93.44,89.85,92.96,227566300,69.2,0.030142559,65.91142857,65.7576
1/5/2009,92.63,93.66,91.89,92.85,240349700,69.12,-0.001183225,66.155,65.8014
1/6/2009,93.64,94.45,92.68,93.47,328260900,69.58,0.006677159,66.49642857,65.839
1/7/2009,92,92.26,90.2,90.67,280899200,67.49,-0.029956196,66.47142857,65.9034
1/8/2009,90.16,91.09,89.67,91.04,263834400,67.77,0.004080624,66.51285714,66.019
1/9/2009,91.16,91.32,85.36,89.09,330953600,66.32,-0.021418618,66.54071429,65.9608
1/12/2009,88.84,88.91,86.41,86.95,277858500,64.73,-0.024021318,66.475,65.8808
1/13/2009,86.73,87.88,86.2,87.11,356432300,64.84,0.00184023,66.47714286,65.7554
1/14/2009,85.54,85.75,83.16,84.37,435491600,62.81,-0.031454108,66.38214286,65.5816
1/15/2009,84.12,85.25,81.72,84.4,532647300,62.83,0.00035526,66.26214286,65.404
1/16/2009,85.86,85.99,83.05,85.06,399237200,63.32,0.007820173,66.15071429,65.1876
1/20/2009,84.23,85.06,80.05,80.57,419855200,59.98,-0.052786078,65.81357143,64.9666
1/21/2009,81.94,84.24,80.47,84.05,364360700,62.57,0.04319222,65.55214286,64.8762
1/22/2009,82.42,84.04,81.17,82.75,427940300,61.6,-0.01546732,65.15428571,64.722
1/23/2009,80.9,83.99,80.57,83.11,386800600,61.87,0.004350607,64.63071429,64.5914
1/26/2009,83.59,85.36,82.81,83.68,317978800,62.29,0.006857949,64.14285714,64.5114
1/27/2009,84.13,85.15,83.3,84.53,273789700,62.92,0.01015822,63.66714286,64.5024
1/28/2009,86.4,87.95,86.07,87.39,330007000,65.05,0.033833935,63.49285714,64.457
1/29/2009,86.11,87.49,84.47,84.55,294392500,62.94,-0.032497734,63.14785714,64.4366
1/30/2009,84.98,85.4,82.21,82.83,383383600,61.66,-0.020343694,62.815,64.4076
2/2/2009,81.57,83.18,81.31,82.58,288233300,61.47,-0.003017732,62.58214286,64.351
2/3/2009,83.1,84.36,82.22,83.74,278385800,62.34,0.014046937,62.40357143,64.3942
2/4/2009,84.3,85.37,83.04,83.33,322989300,62.03,-0.004896381,62.34785714,64.5206
2/5/2009,82.7,85.29,77.73,84.57,417679400,62.95,0.014880661,62.35642857,64.6052
2/6/2009,84.86,87.34,84.68,86.98,366101700,64.75,0.028497766,62.45857143,64.6444
2/9/2009,86.96,87.74,86.32,87.1,240075200,64.84,0.001379106,62.80571429,64.6762
2/10/2009,86.27,87.03,82.45,83.11,536212800,61.87,-0.045809191,62.75571429,64.5996
2/11/2009,83.45,84.05,82.4,83.6,324442500,62.23,0.005895877,62.80071429,64.5138
2/12/2009,82.17,83.82,81.05,83.66,469302200,62.28,0.000717494,62.83,64.5468
2/13/2009,83.55,84.24,82.74,82.76,293998400,61.61,-0.010757812,62.78142857,64.5198
2/17/2009,80.16,82.96,79.17,79.22,478910100,58.97,-0.042774179,62.49928571,64.4096
2/18/2009,79.79,79.94,78.28,79.03,362964800,58.83,-0.002398341,62.055,64.3264
2/19/2009,79.84,80.15,78.02,78.18,316867500,58.2,-0.010755649,61.71642857,64.1918
2/20/2009,76.73,78.34,75.77,77.42,477176600,57.63,-0.009721246,61.42857143,64.0004
2/23/2009,78.27,78.27,74.59,74.65,379641400,55.57,-0.035778631,61.00714286,63.79
2/24/2009,75.29,77.95,74.7,77.48,426260900,57.68,0.037910306,60.67428571,63.6128
2/25/2009,77.14,78.42,75.63,76.87,461985800,57.22,-0.007872827,60.33071429,63.4584
2/26/2009,77.82,79.67,75.53,75.62,363353900,56.29,-0.016261722,59.855,63.27
2/27/2009,74.01,75.69,73.81,73.93,470510900,55.03,-0.022348241,59.16071429,63.0746
3/2/2009,72.52,73.92,70.37,70.6,426452600,52.55,-0.04504286,58.28285714,62.7688
3/3/2009,71.61,71.7,69.64,70.07,443761000,52.16,-0.007507201,57.58928571,62.4682
